zone_id,h3_cell,resolution,island,version,data_source,provenance
GOV_162,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 162 polygon
GOV_163,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 163 polygon
GOV_164,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 164 polygon
GOV_165,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 165 polygon
GOV_166,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 166 polygon
GOV_167,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 167 polygon
GOV_168,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 168 polygon
GOV_169,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 169 polygon
GOV_170,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 170 polygon
GOV_171,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 171 polygon
GOV_172,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 172 polygon
GOV_173,875d13120ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 173 polygon
GOV_174,875d13125ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 174 polygon
GOV_175,875d13c15ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 175 polygon
GOV_176,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 176 polygon
GOV_177,875d131a0ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 177 polygon
GOV_178,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 178 polygon
GOV_179,875d13186ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 179 polygon
GOV_180,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 180 polygon
GOV_181,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 181 polygon
GOV_182,875d13123ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 182 polygon
GOV_183,875d131a5ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 183 polygon
GOV_184,875d131a3ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 184 polygon
GOV_185,875d1388bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 185 polygon
GOV_186,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 186 polygon
GOV_187,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 187 polygon
GOV_188,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 188 polygon
GOV_189,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 189 polygon
GOV_190,875d13131ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 190 polygon
GOV_191,875d13131ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 191 polygon
GOV_192,875d13135ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 192 polygon
GOV_193,875d13c5bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 193 polygon
GOV_194,875d13c5bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 194 polygon
GOV_195,875d13898ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 195 polygon
GOV_196,875d1389affffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 196 polygon
GOV_197,875d13c49ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 197 polygon
GOV_198,875d138f6ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 198 polygon
GOV_199,875d138f2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 199 polygon
GOV_200,875d138f6ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 200 polygon
GOV_201,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 201 polygon
GOV_202,875d13c1cffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 202 polygon
GOV_203,875d13c1cffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 203 polygon
GOV_204,875d13c1cffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 204 polygon
GOV_205,875d13c12ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 205 polygon
GOV_206,875d13115ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 206 polygon
GOV_207,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 207 polygon
GOV_208,875d138a9ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 208 polygon
GOV_209,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 209 polygon
GOV_210,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 210 polygon
GOV_211,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 211 polygon
GOV_212,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 212 polygon
GOV_213,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 213 polygon
GOV_214,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 214 polygon
